gene_id	GO	description
gene=psbA1	GO:0016168	chlorophyll binding
gene=psbA1	GO:0009523	photosystem II
gene=psbA1	GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor
gene=psbA1	GO:0009772	photosynthetic electron transport in photosystem II
gene=psbA1	GO:0010242	oxygen evolving activity
gene=psbA1	GO:0031676	plasma membrane-derived thylakoid membrane
gene=psbA1	GO:0009635	response to herbicide
gene=psbA1	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity
gene=psbA1	GO:0018298	protein-chromophore linkage
gene=pilQ	GO:0016021	integral component of membrane
gene=pilQ	GO:0009306	protein secretion
gene=pilQ	GO:0033644	host cell membrane
protein=Main	GO:0006915	apoptotic process
protein=Main	GO:0030591	2'-deoxyguanosine DNA ADP-ribosyltransferase activity
protein=Main	GO:0030592	DNA ADP-ribosylation
protein=Hemagglutinin	GO:0005576	extracellular region
gene=lytA	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
gene=lytA	GO:0009253	peptidoglycan catabolic process
gene=lytA	GO:0030435	sporulation resulting in formation of a cellular spore
gene=lytA	GO:0005576	extracellular region
gene=lytA	GO:0071555	cell wall organization
gene=lytA	GO:0030420	establishment of competence for transformation
protein=putative	GO:0039657	suppression by virus of host gene expression
protein=putative	GO:0004527	exonuclease activity
protein=putative	GO:0017116	single-stranded DNA helicase activity
protein=putative	GO:0006261	DNA-templated DNA replication
protein=putative	GO:0016042	lipid catabolic process
protein=putative	GO:0006260	DNA replication
protein=putative	GO:0005576	extracellular region
protein=putative	GO:0042802	identical protein binding
protein=putative	GO:0050660	flavin adenine dinucleotide binding
protein=putative	GO:0005524	ATP binding
protein=putative	GO:0006281	DNA repair
protein=putative	GO:0016021	integral component of membrane
protein=putative	GO:0019285	glycine betaine biosynthetic process from choline
protein=putative	GO:0098689	latency-replication decision
protein=putative	GO:0008234	cysteine-type peptidase activity
protein=putative	GO:0046872	metal ion binding
protein=putative	GO:0010944	negative regulation of transcription by competitive promoter binding
protein=putative	GO:0008802	betaine-aldehyde dehydrogenase activity
protein=putative	GO:0006282	regulation of DNA repair
protein=putative	GO:0050434	positive regulation of viral transcription
protein=putative	GO:0008047	enzyme activator activity
protein=putative	GO:0009378	four-way junction helicase activity
protein=putative	GO:0016787	hydrolase activity
protein=putative	GO:0008812	choline dehydrogenase activity
protein=putative	GO:0008237	metallopeptidase activity
protein=putative	GO:0019044	maintenance of viral latency
protein=putative	GO:0006310	DNA recombination
protein=putative	GO:0001046	core promoter sequence-specific DNA binding
protein=putative	GO:0099015	degradation of host chromosome by virus
protein=putative	GO:0039693	viral DNA genome replication
protein=putative	GO:0003677	DNA binding
gene=ydiP	GO:0003886	DNA (cytosine-5-)-methyltransferase activity
gene=ydiP	GO:0009307	DNA restriction-modification system
gene=ydiP	GO:0008168	methyltransferase activity
gene=ydiP	GO:0032776	DNA methylation on cytosine
gene=ytfP	GO:0061929	gamma-glutamylaminecyclotransferase activity
gene=ytfP	GO:0005829	cytosol
gene=ytfP	GO:0016746	acyltransferase activity
gene=haeIIIM_1	GO:0003886	DNA (cytosine-5-)-methyltransferase activity
gene=haeIIIM_1	GO:0009307	DNA restriction-modification system
gene=nlhH	GO:0004806	triglyceride lipase activity
gene=nlhH	GO:0005576	extracellular region
gene=nlhH	GO:0042603	capsule
gene=nlhH	GO:0008126	acetylesterase activity
gene=nlhH	GO:0046503	glycerolipid catabolic process
gene=nlhH	GO:0009986	cell surface
gene=recE	GO:0042802	identical protein binding
gene=recE	GO:0051908	double-stranded DNA 5'-3' exodeoxyribonuclease activity
gene=mtcA2	GO:0004089	carbonate dehydratase activity
gene=mtcA2	GO:0015976	carbon utilization
gene=mtcA2	GO:0008270	zinc ion binding
gene=xseA	GO:0009318	exodeoxyribonuclease VII complex
gene=xseA	GO:0006308	DNA catabolic process
gene=xseA	GO:0005737	cytoplasm
gene=xseA	GO:0008855	exodeoxyribonuclease VII activity
gene=xseA	GO:0003676	nucleic acid binding
gene=pcrA	GO:0043138	3'-5' DNA helicase activity
gene=pcrA	GO:0000725	recombinational repair
gene=pcrA	GO:0033202	DNA helicase complex
gene=pcrA	GO:0016887	ATP hydrolysis activity
gene=pcrA	GO:0003677	DNA binding
gene=pcrA	GO:0005829	cytosol
gene=pcrA	GO:0005524	ATP binding
gene=ligD	GO:0046872	metal ion binding
gene=ligD	GO:0006310	DNA recombination
gene=ligD	GO:0003910	DNA ligase (ATP) activity
gene=ligD	GO:0006260	DNA replication
gene=ligD	GO:0005524	ATP binding
gene=ligD	GO:0006281	DNA repair
gene=truB	GO:0031119	tRNA pseudouridine synthesis
gene=truB	GO:0106029	tRNA pseudouridine synthase activity
gene=truB	GO:0003723	RNA binding
gene=igtZ	GO:0016162	cellulose 1,4-beta-cellobiosidase activity
gene=igtZ	GO:0030247	polysaccharide binding
gene=igtZ	GO:0008810	cellulase activity
gene=igtZ	GO:0030245	cellulose catabolic process
gene=ndmA	GO:0016021	integral component of membrane
gene=ndmA	GO:0046872	metal ion binding
gene=ndmA	GO:0009536	plastid
gene=ndmA	GO:0016491	oxidoreductase activity
gene=ndmA	GO:0010277	chlorophyllide a oxygenase [overall] activity
gene=ndmA	GO:0009941	chloroplast envelope
gene=ndmA	GO:0005737	cytoplasm
gene=ndmA	GO:0005829	cytosol
gene=ndmA	GO:0015031	protein transport
gene=ndmA	GO:0051537	2 iron, 2 sulfur cluster binding
gene=ndmA	GO:0009706	chloroplast inner membrane
gene=hlgC	GO:0044179	hemolysis in another organism
gene=hlgC	GO:0005576	extracellular region
gene=hlgC	GO:0090729	toxin activity
gene=smc_1	GO:0016021	integral component of membrane
gene=smc_1	GO:0098003	viral tail assembly
gene=smc_1	GO:0033644	host cell membrane
gene=rapG	GO:0004721	phosphoprotein phosphatase activity
gene=recE_1	GO:0042802	identical protein binding
gene=recE_1	GO:0051908	double-stranded DNA 5'-3' exodeoxyribonuclease activity
gene=rmlD	GO:0046872	metal ion binding
gene=rmlD	GO:0019305	dTDP-rhamnose biosynthetic process
gene=rmlD	GO:0008831	dTDP-4-dehydrorhamnose reductase activity
gene=rmlD	GO:0009243	O antigen biosynthetic process
gene=recQ	GO:0043138	3'-5' DNA helicase activity
gene=recQ	GO:0006310	DNA recombination
gene=recQ	GO:0016887	ATP hydrolysis activity
gene=recQ	GO:0006260	DNA replication
gene=recQ	GO:0003724	RNA helicase activity
gene=recQ	GO:0003676	nucleic acid binding
gene=recQ	GO:0005524	ATP binding
gene=recQ	GO:0006281	DNA repair
gene=nrdE1_2	GO:0005971	ribonucleoside-diphosphate reductase complex
gene=nrdE1_2	GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
gene=nrdE1_2	GO:0009263	deoxyribonucleotide biosynthetic process
gene=nrdE1_2	GO:0004519	endonuclease activity
gene=nrdE1_2	GO:0006260	DNA replication
gene=nrdE1_2	GO:0016539	intein-mediated protein splicing
gene=nrdE1_2	GO:0005524	ATP binding
gene=pknG	GO:0046872	metal ion binding
gene=pknG	GO:0006915	apoptotic process
gene=pknG	GO:0004674	protein serine/threonine kinase activity
gene=pknG	GO:0005634	nucleus
gene=pknG	GO:0106310	protein serine kinase activity
gene=pknG	GO:0005737	cytoplasm
gene=pknG	GO:0051262	protein tetramerization
gene=pknG	GO:0005524	ATP binding
gene=pknG	GO:0035329	hippo signaling
gene=pknG	GO:0004712	protein serine/threonine/tyrosine kinase activity
gene=wbnK_2	GO:0009243	O antigen biosynthetic process
gene=wbnK_2	GO:0008107	galactoside 2-alpha-L-fucosyltransferase activity
gene=wbnK_2	GO:0016020	membrane
gene=hpf	GO:0044238	primary metabolic process
gene=hpf	GO:0022627	cytosolic small ribosomal subunit
gene=hpf	GO:0017148	negative regulation of translation
gene=hpf	GO:0005829	cytosol
gene=hpf	GO:0043024	ribosomal small subunit binding
gene=hpf	GO:0043022	ribosome binding
gene=hpf	GO:0045900	negative regulation of translational elongation
gene=deaD	GO:0004386	helicase activity
gene=deaD	GO:0000113	nucleotide-excision repair factor 4 complex
gene=deaD	GO:0003684	damaged DNA binding
gene=deaD	GO:0005737	cytoplasm
gene=deaD	GO:0006289	nucleotide-excision repair
gene=deaD	GO:0016787	hydrolase activity
gene=deaD	GO:0005829	cytosol
gene=deaD	GO:0008094	ATP-dependent activity, acting on DNA
gene=deaD	GO:0005524	ATP binding
gene=clpX	GO:0051082	unfolded protein binding
gene=clpX	GO:0016887	ATP hydrolysis activity
gene=clpX	GO:0006457	protein folding
gene=clpX	GO:0046983	protein dimerization activity
gene=clpX	GO:0005524	ATP binding
gene=clpX	GO:0008270	zinc ion binding
gene=vioA	GO:0016491	oxidoreductase activity
gene=elmMI	GO:0046872	metal ion binding
gene=elmMI	GO:0017000	antibiotic biosynthetic process
gene=elmMI	GO:0008168	methyltransferase activity
gene=elmMI	GO:0032259	methylation
gene=exoX	GO:0006298	mismatch repair
gene=exoX	GO:0008408	3'-5' exonuclease activity
gene=exoX	GO:0003676	nucleic acid binding
gene=exoX	GO:0005829	cytosol
gene=exoX	GO:0045004	DNA replication proofreading
gene=rlmI	GO:0003723	RNA binding
gene=rlmI	GO:0006364	rRNA processing
gene=rlmI	GO:0005737	cytoplasm
gene=rlmI	GO:0032259	methylation
gene=rlmI	GO:0008168	methyltransferase activity
gene=pfdA	GO:0016021	integral component of membrane
gene=pfdA	GO:0033644	host cell membrane
gene=exo	GO:0005764	lysosome
gene=exo	GO:0005975	carbohydrate metabolic process
gene=exo	GO:0004563	beta-N-acetylhexosaminidase activity
gene=exo	GO:0102148	N-acetyl-beta-D-galactosaminidase activity
gene=exo	GO:0016020	membrane
gene=exo	GO:0030203	glycosaminoglycan metabolic process
gene=betA_3	GO:0016021	integral component of membrane
gene=betA_3	GO:0033644	host cell membrane
gene=betA_3	GO:0042802	identical protein binding
gene=betA_3	GO:0050660	flavin adenine dinucleotide binding
gene=betA_3	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors
protein=Insertion	GO:0006271	DNA strand elongation involved in DNA replication
protein=Insertion	GO:0004803	transposase activity
protein=Insertion	GO:0006313	transposition, DNA-mediated
protein=Insertion	GO:0006260	DNA replication
protein=Insertion	GO:0003677	DNA binding
protein=Insertion	GO:0005524	ATP binding
gene=mboIIM_2	GO:0009307	DNA restriction-modification system
gene=mboIIM_2	GO:0008170	N-methyltransferase activity
gene=mboIIM_2	GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity
gene=mboIIM_2	GO:0003677	DNA binding
gene=dinI	GO:0019899	enzyme binding
gene=dinI	GO:0006281	DNA repair
gene=dinI	GO:0009432	SOS response
gene=dcm	GO:0003886	DNA (cytosine-5-)-methyltransferase activity
gene=dcm	GO:0009307	DNA restriction-modification system
protein=Lipase	GO:0004806	triglyceride lipase activity
protein=Lipase	GO:0005576	extracellular region
protein=Lipase	GO:0019433	triglyceride catabolic process
protein=Lipase	GO:0052689	carboxylic ester hydrolase activity
gene=rrrD	GO:0016021	integral component of membrane
gene=rrrD	GO:0042742	defense response to bacterium
gene=rrrD	GO:0016998	cell wall macromolecule catabolic process
gene=rrrD	GO:0019835	cytolysis
gene=rrrD	GO:0009253	peptidoglycan catabolic process
gene=rrrD	GO:0003796	lysozyme activity
gene=rrrD	GO:0020002	host cell plasma membrane
gene=recG	GO:0036121	double-stranded DNA helicase activity
gene=recG	GO:0003723	RNA binding
gene=recG	GO:0000403	Y-form DNA binding
gene=recG	GO:0005634	nucleus
gene=recG	GO:0061749	forked DNA-dependent helicase activity
gene=recG	GO:0005737	cytoplasm
gene=recG	GO:0032042	mitochondrial DNA metabolic process
gene=recG	GO:0016787	hydrolase activity
gene=recG	GO:0003724	RNA helicase activity
gene=recG	GO:0005759	mitochondrial matrix
gene=recG	GO:0005739	mitochondrion
gene=recG	GO:0005524	ATP binding
protein=Thioredoxin	GO:0006662	glycerol ether metabolic process
protein=Thioredoxin	GO:0015035	protein-disulfide reductase activity
gene=yejK	GO:0009295	nucleoid
gene=yejK	GO:0005737	cytoplasm
gene=recA_2	GO:0006310	DNA recombination
gene=recA_2	GO:0009432	SOS response
gene=recA_2	GO:0003684	damaged DNA binding
gene=recA_2	GO:0005737	cytoplasm
gene=recA_2	GO:0003697	single-stranded DNA binding
gene=recA_2	GO:0005524	ATP binding
gene=recA_2	GO:0008094	ATP-dependent activity, acting on DNA
gene=recA_2	GO:0006281	DNA repair
gene=groL1	GO:0051082	unfolded protein binding
gene=groL1	GO:0016887	ATP hydrolysis activity
gene=groL1	GO:0016853	isomerase activity
gene=groL1	GO:0042026	protein refolding
gene=groL1	GO:0005737	cytoplasm
gene=groL1	GO:0005524	ATP binding
gene=wbgU	GO:0003974	UDP-N-acetylglucosamine 4-epimerase activity
gene=wbgU	GO:0000166	nucleotide binding
gene=wbgU	GO:0009243	O antigen biosynthetic process
gene=mutM	GO:0140078	class I DNA-(apurinic or apyrimidinic site) endonuclease activity
gene=mutM	GO:0006284	base-excision repair
gene=mutM	GO:0003684	damaged DNA binding
gene=mutM	GO:0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity
gene=mutM	GO:0008270	zinc ion binding
gene=lagD	GO:0016021	integral component of membrane
gene=lagD	GO:0055085	transmembrane transport
gene=lagD	GO:0034040	ATPase-coupled lipid transmembrane transporter activity
gene=lagD	GO:0042626	ATPase-coupled transmembrane transporter activity
gene=lagD	GO:0017000	antibiotic biosynthetic process
gene=lagD	GO:0043213	bacteriocin transport
gene=lagD	GO:0005886	plasma membrane
gene=lagD	GO:0008234	cysteine-type peptidase activity
gene=lagD	GO:0140359	ABC-type transporter activity
gene=lagD	GO:0015031	protein transport
gene=lagD	GO:0005524	ATP binding
gene=sigB	GO:0016987	sigma factor activity
gene=sigB	GO:0006352	DNA-templated transcription, initiation
gene=sigB	GO:0043620	regulation of DNA-templated transcription in response to stress
gene=sigB	GO:0003677	DNA binding
gene=sigB	GO:0006355	regulation of transcription, DNA-templated
gene=dfrA	GO:0006730	one-carbon metabolic process
gene=dfrA	GO:0046654	tetrahydrofolate biosynthetic process
gene=dfrA	GO:0004146	dihydrofolate reductase activity
gene=dfrA	GO:0006545	glycine biosynthetic process
gene=dfrA	GO:0050661	NADP binding
gene=dfrA	GO:0046655	folic acid metabolic process
gene=dfrA	GO:0005829	cytosol
gene=dfrA	GO:0046452	dihydrofolate metabolic process
gene=gyrA	GO:0009330	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex
gene=gyrA	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
gene=gyrA	GO:0006261	DNA-templated DNA replication
gene=gyrA	GO:0005694	chromosome
gene=gyrA	GO:0005737	cytoplasm
gene=gyrA	GO:0006265	DNA topological change
gene=gyrA	GO:0003677	DNA binding
gene=gyrA	GO:0005524	ATP binding
gene=cobB	GO:0046872	metal ion binding
gene=cobB	GO:0070403	NAD+ binding
gene=cobB	GO:0016740	transferase activity
gene=cobB	GO:0036054	protein-malonyllysine demalonylase activity
gene=cobB	GO:0005737	cytoplasm
gene=cobB	GO:0036055	protein-succinyllysine desuccinylase activity
gene=cobB	GO:0034979	NAD-dependent protein deacetylase activity
gene=purM	GO:0005524	ATP binding
gene=purM	GO:0006189	'de novo' IMP biosynthetic process
gene=purM	GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity
gene=purM	GO:0005737	cytoplasm
gene=yjoB_1	GO:0016021	integral component of membrane
gene=yjoB_1	GO:0034551	mitochondrial respiratory chain complex III assembly
gene=yjoB_1	GO:0016887	ATP hydrolysis activity
gene=yjoB_1	GO:0032979	protein insertion into mitochondrial inner membrane from matrix
gene=yjoB_1	GO:0005524	ATP binding
gene=yjoB_1	GO:0005743	mitochondrial inner membrane
gene=yjoB_1	GO:0005739	mitochondrion
gene=sufU	GO:0016226	iron-sulfur cluster assembly
gene=sufU	GO:0016740	transferase activity
gene=sufU	GO:0005737	cytoplasm
gene=sufU	GO:0008198	ferrous iron binding
gene=sufU	GO:0006879	cellular iron ion homeostasis
gene=sufU	GO:0051537	2 iron, 2 sulfur cluster binding
gene=hupA	GO:0005829	cytosol
gene=hupA	GO:0003677	DNA binding
gene=hupA	GO:0030261	chromosome condensation
gene=hupA	GO:0009295	nucleoid
gene=ldhA	GO:0008720	D-lactate dehydrogenase activity
gene=ldhA	GO:0019664	mixed acid fermentation
gene=ldhA	GO:0070404	NADH binding
gene=ldhA	GO:0009408	response to heat
gene=ldhA	GO:0005829	cytosol
gene=ftsH1	GO:0016887	ATP hydrolysis activity
gene=ftsH1	GO:0005524	ATP binding
gene=ftsH1	GO:0009507	chloroplast
gene=tmk_2	GO:0006233	dTDP biosynthetic process
gene=tmk_2	GO:0005524	ATP binding
gene=tmk_2	GO:0006235	dTTP biosynthetic process
gene=tmk_2	GO:0004798	thymidylate kinase activity
gene=rlpA	GO:0000270	peptidoglycan metabolic process
gene=rlpA	GO:0016829	lyase activity
gene=rlpA	GO:0008932	lytic endotransglycosylase activity
gene=rlpA	GO:0071555	cell wall organization
gene=lysS	GO:0000049	tRNA binding
gene=lysS	GO:0004824	lysine-tRNA ligase activity
gene=lysS	GO:0005737	cytoplasm
gene=lysS	GO:0006430	lysyl-tRNA aminoacylation
gene=lysS	GO:0005524	ATP binding
protein=6-phosphogluconate	GO:0019521	D-gluconate metabolic process
protein=6-phosphogluconate	GO:0050661	NADP binding
protein=6-phosphogluconate	GO:0006098	pentose-phosphate shunt
protein=6-phosphogluconate	GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity
gene=acoA	GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity
gene=acoA	GO:0006086	acetyl-CoA biosynthetic process from pyruvate
gene=acoA	GO:0006096	glycolytic process
gene=gmd	GO:0070401	NADP+ binding
gene=gmd	GO:0042351	'de novo' GDP-L-fucose biosynthetic process
gene=gmd	GO:0019673	GDP-mannose metabolic process
gene=gmd	GO:0008446	GDP-mannose 4,6-dehydratase activity
gene=cypB	GO:0050660	flavin adenine dinucleotide binding
gene=cypB	GO:0005506	iron ion binding
gene=cypB	GO:0003958	NADPH-hemoprotein reductase activity
