gene_id	ko	pathway
gene=lecA	ko02025	Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
gene=xthA_3	ko03410	Base excision repair [PATH:ko03410]
gene=xthA_3	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=bshB1_3	99980	Enzymes with EC numbers
gene=bglH_3	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=bglH_3	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=hcr_2	99982	Energy metabolism
gene=ygbM_2	99980	Enzymes with EC numbers
gene=vanX_1	ko02020	Two-component system [PATH:ko02020]
gene=vanX_1	ko01502	Vancomycin resistance [PATH:ko01502]
gene=vanX_1	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=vanX_1	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=vanX_1	ko01504	Antimicrobial resistance genes [BR:ko01504]
protein=Ketol-acid	ko00290	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]
protein=Ketol-acid	ko00770	Pantothenate and CoA biosynthesis [PATH:ko00770]
gene=fabY_2	ko00061	Fatty acid biosynthesis [PATH:ko00061]
gene=fabY_2	ko04931	Insulin resistance [PATH:ko04931]
gene=fabY_2	ko01004	Lipid biosynthesis proteins [BR:ko01004]
protein=Aminopeptidase	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=yxlG	ko02000	Transporters [BR:ko02000]
gene=smc_15	ko04131	Membrane trafficking [BR:ko04131]
gene=adiA_1	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=abn2	99980	Enzymes with EC numbers
gene=oadB_2	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=oadB_2	ko00650	Butanoate metabolism [PATH:ko00650]
gene=oadB_2	ko00362	Benzoate degradation [PATH:ko00362]
gene=oadB_2	ko02000	Transporters [BR:ko02000]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=hydB	99980	Enzymes with EC numbers
gene=rpfA_1	99986	Glycan metabolism
gene=glf_1	ko00052	Galactose metabolism [PATH:ko00052]
gene=glf_1	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=glf_1	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=fadD_3	ko00061	Fatty acid biosynthesis [PATH:ko00061]
gene=fadD_3	ko00071	Fatty acid degradation [PATH:ko00071]
gene=fadD_3	ko04146	Peroxisome [PATH:ko04146]
gene=fadD_3	ko04216	Ferroptosis [PATH:ko04216]
gene=fadD_3	ko02024	Quorum sensing [PATH:ko02024]
gene=fadD_3	ko04920	Adipocytokine signaling pathway [PATH:ko04920]
gene=fadD_3	ko03320	PPAR signaling pathway [PATH:ko03320]
gene=fadD_3	ko04714	Thermogenesis [PATH:ko04714]
gene=fadD_3	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=fadD_3	ko04147	Exosome [BR:ko04147]
gene=yoaJ	99981	Carbohydrate metabolism
gene=glpF_3	ko02000	Transporters [BR:ko02000]
gene=anmK	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=prsD_4	ko02010	ABC transporters [PATH:ko02010]
gene=prsD_4	ko02000	Transporters [BR:ko02000]
gene=prsD_4	ko02044	Secretion system [BR:ko02044]
gene=def	99980	Enzymes with EC numbers
gene=anoR_1	ko02020	Two-component system [PATH:ko02020]
gene=anoR_1	ko02024	Quorum sensing [PATH:ko02024]
gene=anoR_1	ko02026	Biofilm formation - Escherichia coli [PATH:ko02026]
gene=anoR_1	ko03000	Transcription factors [BR:ko03000]
protein=Penicillin	ko00311	Penicillin and cephalosporin biosynthesis [PATH:ko00311]
protein=Penicillin	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=sigR_1	ko03021	Transcription machinery [BR:ko03021]
gene=acdA_5	ko00071	Fatty acid degradation [PATH:ko00071]
gene=acdA_5	ko00310	Lysine degradation [PATH:ko00310]
gene=acdA_5	ko00380	Tryptophan metabolism [PATH:ko00380]
gene=acdA_5	ko00362	Benzoate degradation [PATH:ko00362]
gene=btuF	ko02000	Transporters [BR:ko02000]
gene=fabH2	ko00061	Fatty acid biosynthesis [PATH:ko00061]
gene=fabH2	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=bioF_3	ko00780	Biotin metabolism [PATH:ko00780]
gene=bioF_3	ko01007	Amino acid related enzymes [BR:ko01007]
gene=dtd3_2	99980	Enzymes with EC numbers
gene=glpA	ko00564	Glycerophospholipid metabolism [PATH:ko00564]
gene=bglF_4	ko02060	Phosphotransferase system (PTS) [PATH:ko02060]
gene=bglF_4	ko02000	Transporters [BR:ko02000]
protein=Beta-lactamase	ko00311	Penicillin and cephalosporin biosynthesis [PATH:ko00311]
protein=Beta-lactamase	ko01501	beta-Lactam resistance [PATH:ko01501]
protein=Beta-lactamase	ko01504	Antimicrobial resistance genes [BR:ko01504]
gene=pglB_3	ko01003	Glycosyltransferases [BR:ko01003]
gene=ftsH_5	ko04141	Protein processing in endoplasmic reticulum [PATH:ko04141]
gene=ftsH_5	ko05134	Legionellosis [PATH:ko05134]
gene=ftsH_5	ko05014	Amyotrophic lateral sclerosis [PATH:ko05014]
gene=ftsH_5	ko05022	Pathways of neurodegeneration - multiple diseases [PATH:ko05022]
gene=ftsH_5	ko03019	Messenger RNA biogenesis [BR:ko03019]
gene=ftsH_5	ko03009	Ribosome biogenesis [BR:ko03009]
gene=ftsH_5	ko04131	Membrane trafficking [BR:ko04131]
gene=ftsH_5	ko04147	Exosome [BR:ko04147]
gene=cheA_1	ko02020	Two-component system [PATH:ko02020]
gene=cheA_1	ko02030	Bacterial chemotaxis [PATH:ko02030]
gene=cheA_1	ko01001	Protein kinases [BR:ko01001]
gene=cheA_1	ko02022	Two-component system [BR:ko02022]
gene=cheA_1	ko02035	Bacterial motility proteins [BR:ko02035]
gene=luxS_1	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=luxS_1	ko02024	Quorum sensing [PATH:ko02024]
gene=luxS_1	ko05111	Biofilm formation - Vibrio cholerae [PATH:ko05111]
gene=luxS_1	ko02026	Biofilm formation - Escherichia coli [PATH:ko02026]
gene=nemA_4	ko00633	Nitrotoluene degradation [PATH:ko00633]
gene=menF_2	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
gene=menF_2	ko01053	Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]
gene=cotI	99978	Cell growth
gene=comK_3	ko02024	Quorum sensing [PATH:ko02024]
gene=comK_3	ko03000	Transcription factors [BR:ko03000]
gene=comK_3	ko02044	Secretion system [BR:ko02044]
gene=rplW_1	ko03010	Ribosome [PATH:ko03010]
gene=rplW_1	ko03011	Ribosome [BR:ko03011]
gene=maoA	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=maoA	ko00350	Tyrosine metabolism [PATH:ko00350]
gene=maoA	ko00360	Phenylalanine metabolism [PATH:ko00360]
gene=maoA	ko00410	beta-Alanine metabolism [PATH:ko00410]
gene=maoA	ko00950	Isoquinoline alkaloid biosynthesis [PATH:ko00950]
gene=maoA	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]
gene=pimA_2	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=purR_4	ko02000	Transporters [BR:ko02000]
protein=8-amino-7-oxononanoate	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
protein=8-amino-7-oxononanoate	ko01007	Amino acid related enzymes [BR:ko01007]
gene=rlp2	99980	Enzymes with EC numbers
gene=malG_2	ko02000	Transporters [BR:ko02000]
gene=fepB_3	ko02010	ABC transporters [PATH:ko02010]
gene=fepB_3	ko02000	Transporters [BR:ko02000]
gene=gerPA_1	99978	Cell growth
gene=prxU	99980	Enzymes with EC numbers
gene=yidH	99996	General function prediction only
gene=argD_2	ko00300	Lysine biosynthesis [PATH:ko00300]
gene=argD_2	ko00220	Arginine biosynthesis [PATH:ko00220]
gene=argD_2	ko01007	Amino acid related enzymes [BR:ko01007]
gene=srpC_3	ko02000	Transporters [BR:ko02000]
gene=mltD_1	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=acs	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=acs	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=acs	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gene=acs	ko00640	Propanoate metabolism [PATH:ko00640]
gene=acs	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=acs	ko00680	Methane metabolism [PATH:ko00680]
gene=acs	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=tcyB_3	ko02000	Transporters [BR:ko02000]
gene=prsE_1	ko02000	Transporters [BR:ko02000]
gene=prsE_1	ko02044	Secretion system [BR:ko02044]
gene=sbcD_2	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=pduF_1	ko02000	Transporters [BR:ko02000]
gene=fabI_1	ko00061	Fatty acid biosynthesis [PATH:ko00061]
gene=fabI_1	ko00780	Biotin metabolism [PATH:ko00780]
gene=fabI_1	ko00333	Prodigiosin biosynthesis [PATH:ko00333]
gene=fabI_1	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=nqrE_1	99980	Enzymes with EC numbers
gene=btrK_2	ko00997	Biosynthesis of various other secondary metabolites [PATH:ko00997]
gene=egtA_3	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=egtA_3	ko00480	Glutathione metabolism [PATH:ko00480]
gene=nasA_2	ko00910	Nitrogen metabolism [PATH:ko00910]
gene=cyoD_2	ko00190	Oxidative phosphorylation [PATH:ko00190]
gene=pstS1_1	ko02010	ABC transporters [PATH:ko02010]
gene=pstS1_1	ko02020	Two-component system [PATH:ko02020]
gene=pstS1_1	ko05152	Tuberculosis [PATH:ko05152]
gene=pstS1_1	ko02000	Transporters [BR:ko02000]
gene=rstA_2	ko02020	Two-component system [PATH:ko02020]
gene=rstA_2	ko02022	Two-component system [BR:ko02022]
gene=pntAA_2	ko00760	Nicotinate and nicotinamide metabolism [PATH:ko00760]
gene=yceD_6	99995	Signaling proteins
gene=sufD_1	99996	General function prediction only
gene=rfbA	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=rfbA	ko00523	Polyketide sugar unit biosynthesis [PATH:ko00523]
gene=rfbA	ko00521	Streptomycin biosynthesis [PATH:ko00521]
gene=rfbA	ko00525	Acarbose and validamycin biosynthesis [PATH:ko00525]
gene=sugB_5	ko02000	Transporters [BR:ko02000]
gene=pldB_3	ko00564	Glycerophospholipid metabolism [PATH:ko00564]
gene=glnA_2	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gene=glnA_2	ko00910	Nitrogen metabolism [PATH:ko00910]
gene=glnA_2	ko00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]
gene=glnA_2	ko00220	Arginine biosynthesis [PATH:ko00220]
gene=glnA_2	ko02020	Two-component system [PATH:ko02020]
gene=glnA_2	ko04217	Necroptosis [PATH:ko04217]
gene=glnA_2	ko04724	Glutamatergic synapse [PATH:ko04724]
gene=glnA_2	ko04727	GABAergic synapse [PATH:ko04727]
gene=glnA_2	ko04147	Exosome [BR:ko04147]
gene=malL_1	ko00052	Galactose metabolism [PATH:ko00052]
gene=malL_1	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=bfrB	ko00860	Porphyrin metabolism [PATH:ko00860]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=fim_2	ko05131	Shigellosis [PATH:ko05131]
gene=fim_2	ko05133	Pertussis [PATH:ko05133]
gene=fim_2	ko02044	Secretion system [BR:ko02044]
gene=fim_2	ko02035	Bacterial motility proteins [BR:ko02035]
gene=malG	ko02010	ABC transporters [PATH:ko02010]
gene=malG	ko02000	Transporters [BR:ko02000]
gene=mop	ko00230	Purine metabolism [PATH:ko00230]
gene=mop	ko00232	Caffeine metabolism [PATH:ko00232]
gene=mop	ko00983	Drug metabolism - other enzymes [PATH:ko00983]
gene=mop	ko04146	Peroxisome [PATH:ko04146]
gene=mop	ko04147	Exosome [BR:ko04147]
gene=exo	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=exo	ko00600	Sphingolipid metabolism [PATH:ko00600]
gene=exo	ko00513	Various types of N-glycan biosynthesis [PATH:ko00513]
gene=exo	ko00531	Glycosaminoglycan degradation [PATH:ko00531]
gene=exo	ko00603	Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603]
gene=exo	ko00604	Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]
gene=exo	ko00511	Other glycan degradation [PATH:ko00511]
gene=exo	ko04142	Lysosome [PATH:ko04142]
gene=exo	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=emrA_3	ko02000	Transporters [BR:ko02000]
gene=era	ko03009	Ribosome biogenesis [BR:ko03009]
gene=era	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=bcrC_2	ko00550	Peptidoglycan biosynthesis [PATH:ko00550]
gene=bcrC_2	ko00552	Teichoic acid biosynthesis [PATH:ko00552]
gene=bcrC_2	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=coiA	99996	General function prediction only
gene=ctpF_3	99980	Enzymes with EC numbers
gene=spo0M_2	99978	Cell growth
gene=dcuR_2	ko02020	Two-component system [PATH:ko02020]
gene=dcuR_2	ko02022	Two-component system [BR:ko02022]
gene=yeiG_2	ko00680	Methane metabolism [PATH:ko00680]
gene=tetM_1	ko01504	Antimicrobial resistance genes [BR:ko01504]
gene=fdhE_1	99975	Protein processing
protein=Ribonuclease	99974	Translation
gene=ldc_2	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=ldc_2	ko00480	Glutathione metabolism [PATH:ko00480]
gene=sulA_2	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=trmD	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=gmr_6	ko02025	Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
gene=feuB_2	ko02000	Transporters [BR:ko02000]
gene=moaA_1	ko00790	Folate biosynthesis [PATH:ko00790]
gene=moaA_1	ko04122	Sulfur relay system [PATH:ko04122]
gene=thcD_3	ko00071	Fatty acid degradation [PATH:ko00071]
gene=thcD_3	ko00360	Phenylalanine metabolism [PATH:ko00360]
gene=glnH	ko02000	Transporters [BR:ko02000]
gene=nqrF_3	99980	Enzymes with EC numbers
gene=ppiC_1	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=fliE_1	ko02040	Flagellar assembly [PATH:ko02040]
gene=fliE_1	ko02035	Bacterial motility proteins [BR:ko02035]
gene=dinG_3	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=chuR_1	99997	Function unknown
gene=glcR_4	ko03000	Transcription factors [BR:ko03000]
gene=yjiE_2	ko03000	Transcription factors [BR:ko03000]
gene=glgX_3	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=btuF_6	ko02010	ABC transporters [PATH:ko02010]
gene=btuF_6	ko02000	Transporters [BR:ko02000]
gene=lgrB_4	ko01008	Polyketide biosynthesis proteins [BR:ko01008]
gene=priB	ko03440	Homologous recombination [PATH:ko03440]
gene=priB	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=cah	ko00910	Nitrogen metabolism [PATH:ko00910]
gene=rdgC	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=tmpC_2	ko02010	ABC transporters [PATH:ko02010]
gene=tmpC_2	ko02000	Transporters [BR:ko02000]
gene=thcE	99980	Enzymes with EC numbers
gene=lspA	ko03060	Protein export [PATH:ko03060]
gene=lspA	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=tsaA	99980	Enzymes with EC numbers
gene=rcsB	ko02020	Two-component system [PATH:ko02020]
gene=rcsB	ko02026	Biofilm formation - Escherichia coli [PATH:ko02026]
gene=rcsB	ko02022	Two-component system [BR:ko02022]
gene=ugtP	ko00561	Glycerolipid metabolism [PATH:ko00561]
gene=ugtP	ko00552	Teichoic acid biosynthesis [PATH:ko00552]
gene=ugtP	ko01003	Glycosyltransferases [BR:ko01003]
gene=ntpB_3	ko00190	Oxidative phosphorylation [PATH:ko00190]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=hypE_1	99975	Protein processing
gene=htpX_5	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=kdgK_8	ko00052	Galactose metabolism [PATH:ko00052]
gene=pip_2	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=pip_2	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=aam	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=aam	ko00360	Phenylalanine metabolism [PATH:ko00360]
gene=aam	ko00380	Tryptophan metabolism [PATH:ko00380]
gene=aam	ko00627	Aminobenzoate degradation [PATH:ko00627]
gene=aam	ko00643	Styrene degradation [PATH:ko00643]
gene=ypdF_2	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=carD_2	ko03000	Transcription factors [BR:ko03000]
gene=ruvC_3	ko03440	Homologous recombination [PATH:ko03440]
gene=ruvC_3	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=ttrB_2	ko00920	Sulfur metabolism [PATH:ko00920]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=ihfA_3	ko03032	DNA replication proteins [BR:ko03032]
gene=ihfA_3	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=ihfA_3	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=ansZ_1	ko00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]
gene=ansZ_1	ko00460	Cyanoamino acid metabolism [PATH:ko00460]
gene=prlC_1	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=xylE_3	ko02000	Transporters [BR:ko02000]
gene=pyrF_1	ko00240	Pyrimidine metabolism [PATH:ko00240]
gene=aofH_1	99980	Enzymes with EC numbers
gene=gcdC_2	ko00650	Butanoate metabolism [PATH:ko00650]
gene=gcdC_2	ko00362	Benzoate degradation [PATH:ko00362]
gene=gcdC_2	ko02000	Transporters [BR:ko02000]
gene=gloB_1	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=zapE_2	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=amiC_5	ko01503	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
gene=amiC_5	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=amiC_5	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=uvrD1_1	ko03420	Nucleotide excision repair [PATH:ko03420]
gene=uvrD1_1	ko03430	Mismatch repair [PATH:ko03430]
gene=uvrD1_1	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=caiT_2	99977	Transport
gene=pckA_2	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=pckA_2	ko00020	Citrate cycle (TCA cycle) [PATH:ko00020]
gene=pckA_2	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=pckA_2	ko00710	Carbon fixation in photosynthetic organisms [PATH:ko00710]
gene=emrB_4	ko02000	Transporters [BR:ko02000]
gene=apbE_2	99980	Enzymes with EC numbers
gene=pntAA	ko00760	Nicotinate and nicotinamide metabolism [PATH:ko00760]
gene=opuAB_4	ko02010	ABC transporters [PATH:ko02010]
gene=opuAB_4	ko02000	Transporters [BR:ko02000]
gene=opcR_1	ko03000	Transcription factors [BR:ko03000]
gene=petA_2	ko00190	Oxidative phosphorylation [PATH:ko00190]
gene=petA_2	ko02020	Two-component system [PATH:ko02020]
gene=petA_2	ko04260	Cardiac muscle contraction [PATH:ko04260]
gene=petA_2	ko04714	Thermogenesis [PATH:ko04714]
gene=petA_2	ko05208	Chemical carcinogenesis - reactive oxygen species [PATH:ko05208]
gene=petA_2	ko05010	Alzheimer disease [PATH:ko05010]
gene=petA_2	ko05012	Parkinson disease [PATH:ko05012]
gene=petA_2	ko05014	Amyotrophic lateral sclerosis [PATH:ko05014]
gene=petA_2	ko05016	Huntington disease [PATH:ko05016]
gene=petA_2	ko05020	Prion disease [PATH:ko05020]
gene=petA_2	ko05022	Pathways of neurodegeneration - multiple diseases [PATH:ko05022]
gene=petA_2	ko05415	Diabetic cardiomyopathy [PATH:ko05415]
gene=petA_2	ko04932	Non-alcoholic fatty liver disease [PATH:ko04932]
gene=ecfT_4	ko02010	ABC transporters [PATH:ko02010]
gene=ecfT_4	ko02000	Transporters [BR:ko02000]
gene=purN_1	ko00230	Purine metabolism [PATH:ko00230]
gene=purN_1	ko00670	One carbon pool by folate [PATH:ko00670]
gene=pelA	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=czcC_4	ko02000	Transporters [BR:ko02000]
gene=tlyC_3	ko02000	Transporters [BR:ko02000]
gene=tlyC_3	ko02042	Bacterial toxins [BR:ko02042]
gene=apxIB_3	ko02010	ABC transporters [PATH:ko02010]
gene=apxIB_3	ko03070	Bacterial secretion system [PATH:ko03070]
gene=apxIB_3	ko05133	Pertussis [PATH:ko05133]
gene=apxIB_3	ko02000	Transporters [BR:ko02000]
gene=apxIB_3	ko02044	Secretion system [BR:ko02044]
gene=ibpB	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=prcA_2	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=prcA_2	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=cspLA_1	99973	Transcription
gene=fliM_3	ko02030	Bacterial chemotaxis [PATH:ko02030]
gene=fliM_3	ko02040	Flagellar assembly [PATH:ko02040]
gene=fliM_3	ko02035	Bacterial motility proteins [BR:ko02035]
gene=kojP	99980	Enzymes with EC numbers
gene=nrfB	99982	Energy metabolism
gene=fabD	ko00061	Fatty acid biosynthesis [PATH:ko00061]
gene=fabD	ko00333	Prodigiosin biosynthesis [PATH:ko00333]
gene=fabD	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=msrR_2	ko00552	Teichoic acid biosynthesis [PATH:ko00552]
gene=sigF_7	ko03021	Transcription machinery [BR:ko03021]
gene=rplE	ko03010	Ribosome [PATH:ko03010]
gene=rplE	ko03011	Ribosome [BR:ko03011]
gene=mcl1_3	ko02020	Two-component system [PATH:ko02020]
gene=qorA_2	99980	Enzymes with EC numbers
gene=proS	ko00970	Aminoacyl-tRNA biosynthesis [PATH:ko00970]
gene=proS	ko01007	Amino acid related enzymes [BR:ko01007]
gene=proS	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=puo_1	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=puo_1	ko00410	beta-Alanine metabolism [PATH:ko00410]
gene=puo_1	ko00770	Pantothenate and CoA biosynthesis [PATH:ko00770]
gene=pspB_1	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=pspB_1	ko00680	Methane metabolism [PATH:ko00680]
gene=pspB_1	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=tauB_4	ko00920	Sulfur metabolism [PATH:ko00920]
gene=tauB_4	ko02010	ABC transporters [PATH:ko02010]
gene=tauB_4	ko02000	Transporters [BR:ko02000]
gene=rbsA_26	ko02010	ABC transporters [PATH:ko02010]
